Text	Paraphrase
Tom đã có những cơn bốc hỏa.	Tom đã có những cơn bốc hỏa.
Nó dường như là giá rẻ.	Nó trông rẻ tiền.
Tôi đang tập judo.	Tôi đang tập judo.
Tôi biết chính xác những gì tôi sẽ làm.	Tôi biết chính xác phải làm gì.
Tôi cần giúp đỡ ngay bây giờ!	Tôi cần giúp đỡ bây giờ.
Cô ấy tin tưởng Tom.	Cô ấy tin tưởng vào Tom.
Họ tin tưởng Tom.	Họ tin Tom.
Tôi đưa Tom đến bệnh viện.	Tôi đưa Tom đến bệnh viện.
Tôi có thể dựa vào bạn?	Tôi có thể tin tưởng ở bạn không?
Tôi có thể tin tưởng anh ta?	Tôi có thể tin tưởng cô ấy?
Tôi có thể tin tưởng anh ấy.	Tôi có thể tin tưởng cô ấy.
Chúng ta có thể tin tưởng anh ấy.	Chúng ta có thể tin tưởng cô ấy.
Chúng ta có thể dựa vào anh ấy.	Chúng ta có thể tin tưởng vào anh ấy.
Tôi có thể tin tưởng Tom.	Tôi có thể phụ thuộc vào Tom.
Làm thế nào bạn có thể chịu đựng được nó?	Làm thế nào bạn có thể chịu đựng anh ta?
Bạn đánh vào đầu anh ta.	Bạn đánh vào đầu cô ấy.
Anh đập đầu mình.	Anh ta đánh vào đầu anh ta.
Tom sẽ ở đâu?	Tom sẽ ở đâu?
Cô ấy không chỉ thông minh mà còn xinh đẹp.	Cô ấy không chỉ thông minh mà còn xinh đẹp.
Anh ấy chỉ nói tiếng Đức.	Cô ấy chỉ nói tiếng Đức.
Anh chỉ biết tiếng Đức.	Anh chỉ biết nói tiếng Đức.
Anh ấy vẫn chưa trả lời thư của tôi.	Anh ấy vẫn chưa trả lời thư của tôi.
Anh ấy vẫn chưa trả lời thư của tôi.	Anh ấy vẫn chưa trả lời.
Cô đóng một chiếc ô và bắt đầu chạy.	Cô đóng ô lại và bắt đầu chạy.
Cô ấy đã quên chiếc ô của mình trong một chiếc xe buýt.	Cô ấy để quên chiếc ô của mình trên xe buýt.
Những người nói nhiều nhất là những người làm ít nhất.	Lưỡi dài là dấu hiệu tay ngắn.
Bạn đang chờ đợi một cái gì đó?	Bạn có đang mong chờ ai không?
Bạn đang mong đợi một ai đó?	Bạn có đang mong chờ ai không?
Điều đó khiến tôi đau đầu!	Điều này làm tôi đau đầu.
Tom lái xe đến trường.	Tom đi học bằng ô tô.
Cơn bão đã khiến trường học phải đóng cửa.	Cơn bão khiến trường học phải đóng cửa.
Tom thường xuyên vắng học.	Tom thường cúp học.
Tom thường cắt giảm các lớp học.	Tom thường trốn học.
Tom thường trốn học.	Tom thường trốn học.
Chúng tôi thường trốn học.	Chúng tôi thường chơi hookey từ trường học.
Tôi thường đi học bằng xe buýt.	Bình thường tôi đi xe buýt đến trường.
Tom thường đi học bằng xe đạp.	Tom thường đạp xe đến trường.
Cô ấy thường đi học bằng xe đạp.	Cô ấy thường đạp xe đến trường.
Bạn không thể học điều đó ở trường.	Họ không dạy bạn điều đó ở trường.
Tôi biết rằng bạn yêu tôi.	Tôi biết bạn thích tôi.
Tôi biết anh yêu tôi.	Tôi biết rằng bạn đang yêu tôi.
Chúng tôi được trả lương theo công việc.	Chúng tôi làm việc trên cơ sở từng phần.
Bush nói sự thật.	Bush nói sự thật.
Nói chung, các bé gái rất thích búp bê.	Các bé gái nói chung rất thích búp bê.
Nói chung, trẻ em thích kẹo.	Họ có những rắc rối của riêng họ.
Tôi thích nghe nhạc cổ điển.	Tôi thích nghe nhạc cổ điển.
Tôi thích vẽ tranh.	Tôi thích chụp ảnh.
Tôi thích chụp ảnh.	Tôi thích chụp ảnh.
Tôi thích chụp ảnh.	Tôi thích chụp ảnh.
Tôi rất thích nói đùa.	Tôi thích những trò đùa thực tế.
Tôi thích đùa.	Tôi rất thích kể chuyện cười.
Anh ấy rất thích chơi guitar.	Anh ấy thực sự thích chơi guitar.
Anh ấy thích buôn chuyện.	Anh ấy thích buôn chuyện.
Tôi không thích khuôn mặt của cô ấy.	Tôi không thích khuôn mặt của cô ấy.
Cô ấy thích bánh.	Cô ấy có niềm đam mê với bánh.
Cô ấy thích bánh ngọt.	Cô ấy thực sự thích bánh.
Cô ấy thích bánh.	Cô ấy thích bánh rất nhiều.
Cô ấy rất thích hoa.	Cô ấy yêu hoa.
Cô ấy thích vẽ một bức tranh.	Cô ấy thích vẽ tranh.
Cô ấy thích thơ ca và âm nhạc.	Cô thích thơ ca và âm nhạc.
Cô ấy rất thích làm thơ.	Cô ấy thực sự thích làm thơ.
Cô ấy thích nói về bản thân mình.	Cô ấy thích nói về bản thân mình.
Cô ấy thích hát những bài hát cũ.	Anh ấy muốn hát những bài hát cũ.
Tôi thích chơi guitar.	Tôi thích chơi ghi-ta.
Bạn có thích bóng chày không?	Bạn không thích bóng chày?
Em gái tôi thích âm nhạc.	Em gái tôi yêu âm nhạc.
Họ yêu thích nó.	Họ thích điều đó.
Họ rất thích anh ấy.	Họ thích cô ấy.
Họ yêu anh ấy.	Họ yêu cô ấy.
Họ thích anh ấy.	Họ thích cô ấy.
Bạn thực sự có niềm đam mê với ẩm thực.	Bạn thực sự thích ăn uống.
Chắc tôi ngất mất.	Chắc tôi ngất mất.
Chắc tôi ngất mất.	Chắc tôi ngất mất.
Tôi chắc đã bất tỉnh.	Chắc tôi ngất mất.
Hoa không đen.	Hoa không có màu đen.
Anh ấy bị thu hút bởi phụ nữ da đen.	Anh ấy thích người da đen.
Mèo đen là xui xẻo.	Mèo đen mang lại xui xẻo.
Anh ta mặc đồ đen.	Cô ấy mặc toàn đồ đen.
Bảng đen không phải lúc nào cũng đen.	Một bảng đen không phải là màu đen.
Anh ấy là con cừu đen của gia đình.	Ông là một trong những kỳ lạ của gia đình.
Tôi thích cái màu đen hơn.	Tôi thích cái màu đen hơn, ở đó.
Tôi thích cái màu đen đằng kia hơn.	Tôi thích màu đen hơn.
Đột nhiên, mọi thứ trở nên tối đen.	Đột nhiên, tôi ngất đi.
Napoléon Bonaparte sợ mèo đen.	Napoléon Bonaparte sợ mèo đen.
Chiếc thắt lưng màu đỏ tôn lên chiếc váy đen của cô.	Thắt lưng màu đỏ làm cho chiếc váy đen của cô ấy trông đẹp hơn.
Chiếc thắt lưng màu đỏ rất hợp với chiếc váy đen của cô ấy.	Chiếc thắt lưng màu đỏ kết hợp hoàn hảo với chiếc váy đen của cô ấy.
Tom mặc toàn đồ đen.	Tom đã mặc hoàn toàn màu đen.
Đó là một đêm tối.	Đó là một đêm đen như mực.
Chiếc váy tôi thích hơn là màu đen.	Chiếc váy tôi thích nhất là chiếc màu đen.
Cô gái tóc đen xinh đẹp đang ở trong công viên.	Có một cô gái xinh đẹp với mái tóc đen trong công viên.
Có rất nhiều đường trong hộp đen này.	Có rất nhiều đường trong hộp đen.
Tại sao anh ta trông gắt gỏng?	Tại sao anh ta trông rất đen?
Một chiếc áo khoác đen đang là mốt trong mùa đông này.	Áo khoác đen đang là mốt trong mùa đông năm nay.
Tôi thấy một người phụ nữ mặc đồ đen.	Tôi thấy một người phụ nữ mặc đồ đen.
Tôi có một con chó màu đen và trắng.	Tôi sở hữu một con chó trắng và đen.
Cô ấy có một con chó nhỏ màu đen.	Cô ấy có một con chó con màu đen.
Cô có đôi mắt đen sáng.	Cô có đôi mắt đen và sáng.
Anh ấy nhớ chiếc xe của Mr Black.	Cô ấy nhớ chiếc xe của ông Blek
Anh ấy uống cà phê đen mọi lúc.	Anh ấy luôn uống cà phê đen.
Tấm vải đen hấp thụ ánh sáng.	Giấy đen hấp thụ ánh sáng.
Cả hai cô gái đều mặc vest trắng.	Cả hai cô gái đều mặc vest trắng.
Một hoàng tử đến trên một con ngựa trắng.	Một hoàng tử đến, cưỡi một con ngựa trắng.
Bức tường có màu trắng bên trong và màu xanh lá cây bên ngoài.	Bức tường có màu trắng bên trong và màu xanh lá cây bên ngoài.
Chiếc ô màu trắng đó là của cô ấy.	Chiếc ô màu trắng là của bạn.
Tôi thích tuyết. Nó thật đẹp!	Tôi yêu tuyết. Nó thật đẹp!
Tôi tìm thấy anh ta ở đó.	Tôi tìm thấy cô ấy ở đó.
Tạm biệt, Sayoko!	Tạm biệt, Sayoko!
Tôi đã cho Tom mượn ô của tôi.	Tôi đã cho Tom mượn chiếc ô của mình.
Đó là ô của tôi.	Đó là chiếc ô của tôi.
Anh ấy đã sửa chiếc ô của tôi.	Cô ấy đã sửa chiếc ô của tôi.
Chúng tôi sử dụng chúng thường xuyên như dù che nắng hoặc ô dù.	Chúng tôi thường sử dụng chúng như ô hoặc dù che nắng.
Bạn đã bỏ lỡ chiếc ô của bạn ở đâu?	Bạn đã làm mất chiếc ô của bạn ở đâu?
Khi nào bạn nhận thấy rằng chiếc ô của bạn đã biến mất?	Bạn đã ở đâu khi bạn nhận ra rằng bạn không có chiếc ô của mình?
Ô của tôi đâu?	Chiếc ô của tôi đâu?
Phụ nữ thích những chiếc ô nhiều màu sắc.	Phụ nữ thích những chiếc ô nhiều màu sắc.
Bạn không cần phải mang ô của bạn.	Bạn không cần phải mang ô của bạn.
Anh ấy không cần phải mang theo ô.	Anh không cần mang ô.
Bạn đã tìm thấy chiếc ô mà bạn nói rằng bạn đã đánh mất vào ngày hôm trước chưa?	Bạn đã tìm thấy chiếc ô mà bạn nói rằng bạn đã đánh mất vào ngày hôm trước chưa?
Tôi luôn để ô của mình trên tàu.	Tôi luôn để ô của mình trên tàu.
Tôi đã bị trời xanh lừa dối và không mang ô.	Bầu trời xanh đã đánh lừa tôi nên tôi không mang ô.
Anh ấy lấy ô của tôi mà không cần hỏi nhiều.	Anh ấy lấy ô của tôi mà không thèm hỏi.
Đây phải là chiếc ô của anh ấy.	Đây là ô của anh ấy, phải không?
Tôi nghĩ đây là chiếc ô của anh ấy.	Đây chỉ là chiếc ô của anh ấy.
Cô ấy đang cầm một chiếc ô.	Cô đang cầm trên tay một chiếc ô nhỏ.
Anh ấy có khuynh hướng để lại chiếc ô của mình trên tàu.	Anh ấy có xu hướng quên chiếc ô của mình trên tàu.
Trời nhiều mây, tôi mang theo chiếc ô của mình.	Trời nhiều mây, vì vậy tôi mang theo một chiếc ô.
Chiếc ô màu đỏ khiến cô nhớ đến bà của mình.	Chiếc ô màu đỏ khiến cô nhớ về bà của mình.
Tôi đã đánh mất chiếc ô của mình ở đâu đó trong công viên. Tôi phải mua một cái.	Tôi bị mất ô ở đâu đó trong công viên nên tôi cần mua một cái mới.
Tôi để ô của tôi trong xe taxi.	Tôi đã để lại chiếc ô của mình trong xe taxi.
Bạn có thể mượn một chiếc ô nếu bạn cần.	Bạn mang theo một chiếc ô nếu bạn cần.
Bạn không cần phải mang theo một chiếc ô với bạn.	Bạn không cần phải mang theo một chiếc ô với bạn.
Đừng quên mang theo một chiếc ô trong trường hợp trời mưa.	Hãy nhớ lấy ô của bạn, trong trường hợp trời mưa.
Anh ấy là người mà tôi đã tặng cuốn từ điển của mình.	Đây là người mà tôi đã tặng một cuốn từ điển.
Tom với lấy cuốn từ điển trên kệ trên cùng.	Tom với lấy cuốn từ điển ở trên cùng của giá sách.
Thủ đô của Ecuador là Quito, thuộc tỉnh miền núi Pichincha.	"Từ điển tiếng Tây Ban Nha của tôi nói rằng không được sử dụng từ ""desgraciado"" ở Ecuador."
Giáo viên giới thiệu cuốn từ điển này cho chúng tôi.	Giáo viên của tôi đề nghị cuốn từ điển đó.
Tôi sẽ cho bạn mượn cuốn từ điển này.	Tôi sẽ cho bạn mượn cuốn từ điển này.
Tôi cần chìa khóa xe.	Tôi cần chìa khóa xe của bạn.
Tôi vẫn chưa tìm thấy chìa khóa của mình.	Tôi không bao giờ tìm thấy chìa khóa của tôi.
Tôi có chìa khóa.	Tôi có chìa khóa.
Tôi có một chìa khóa.	Tôi có chìa khóa.
Tôi là người có chìa khóa.	Tôi đã có chìa khóa.
Anh ấy đã đóng một vai trò quan trọng trong phong trào.	Ông đóng một vai trò quan trọng trong phong trào.
Có vẻ như tôi đã làm mất chìa khóa của mình.	Tôi nghĩ rằng tôi bị mất chìa khóa của tôi.
Tôi dường như đã đặt nhầm chìa khóa của mình.	Có vẻ như tôi đã làm mất chìa khóa của mình.
Tôi không có phù hiệu.	Tôi không có chìa khóa.
Tôi có chìa khóa của Tom.	Tôi có chìa khóa của Tom.
Mở khóa tủ bằng chìa khóa này.	Mở tủ quần áo bằng chìa khóa này.
Tiền nói chuyện.	Tiền sẽ làm bất cứ điều gì.
Tiền là tất cả.	Tiền làm thế giới quay tròn.
Tiền mở ra mọi cánh cửa.	Tiền thống trị thế giới.
Tiền mở ra từng cánh cửa.	Không có thứ gì không mua được bằng tiền.
Chìa khóa vàng mở mọi cánh cửa.	Tiền chịu trách nhiệm.
Đưa chìa khóa xe cho tôi.	Đưa tôi chìa khóa xe của bạn.
Đưa cho tôi chìa khóa.	Đưa chìa khóa cho tôi.
Bạn đã bao giờ bị chó cắn chưa?	Con chó của bạn đã bao giờ cắn bạn chưa?
Không có sự sống trong cơ thể này.	Cơ thể này không có sự sống.
Họ đang bơi.	Họ bơi.
Họ đang bơi.	Họ bơi.
Tôi bị cận thị yếu.	Tôi không thể nhìn rõ.
Tôi có thị lực kém.	Tôi có thị lực kém.
Thị lực của tôi không được tốt.	Thị lực của tôi không tốt lắm.
Anh ta có một chiếc chìa khóa trùng lặp được làm từ chiếc chìa khóa đó.	Ông đã có một bản sao làm bằng chìa khóa này.
Chìa khóa này sẽ không đi vào ổ khóa.	Chìa khóa này không vừa với ổ khóa.
Chìa khóa xe của bạn ở đâu?	Chìa khóa xe ở đâu?
Bạn đã đặt chìa khóa của tôi ở đâu?	Bạn đã làm gì với chìa khóa của tôi?
Tom ném chìa khóa cho Mary.	Tom ném cho Mary chùm chìa khóa.
Tom đút chìa khóa vào túi.	Tom đặt chìa khóa của mình trong túi của mình.
Đừng chơi với chìa khóa đó!	Không chơi với chìa khóa.
"Chìa khóa, ông nói thêm, ""ở trong ổ khóa""."	Chìa khóa ở trong ổ khóa, người đàn ông nói thêm.
Tôi bị mất chìa khóa ở đây.	Tôi bị mất chìa khóa ở đâu đó quanh đây.
Tôi muốn đóng cửa, nhưng tôi đã làm mất chìa khóa.	Tôi muốn khóa cửa, nhưng tôi đã làm mất chìa khóa.
Tôi để chìa khóa trên bàn; bạn có thể lấy chúng cho tôi?	Tôi để chìa khóa trên bàn. Bạn có thể mang chúng đến cho tôi?
Tôi bị mất chìa khóa xe.	Tôi bị mất chìa khóa xe.
Trời ơi! Tôi bị mất chìa khóa xe.	Ôi không! Tôi bị mất chìa khóa xe.
Anh đặt chìa khóa lên bàn như thường lệ.	Anh ấy để chìa khóa trên bàn như thường lệ.
Anh lục tung căn phòng để tìm chiếc chìa khóa bị mất.	Anh lần mò trong phòng để tìm chiếc chìa khóa bị mất.
Anh lục ngăn kéo tìm chìa khóa.	Anh tìm chìa khóa trong ngăn kéo.
Bạn có thể giúp tôi tìm chìa khóa của tôi?	Bạn có thể giúp tôi tìm chìa khóa của tôi?
Tôi sợ chìa khóa này không phù hợp.	Tôi sợ chìa khóa này không phù hợp.
Tom cảm thấy tội lỗi.	Tom cảm thấy có trách nhiệm.
Bộ trưởng đã bổ nhiệm một trong những người bạn thân của mình vào một vị trí quan trọng.	Bộ trưởng đã bầu một trong những người bạn thân của mình vào một vị trí quan trọng.
Tom không bị ném đá.	Tom không phải là một người say rượu.
